iter	Logloss
0	0.6280115783
1	0.5727741333
2	0.5320148252
3	0.4950092883
4	0.4619762055
5	0.4332025887
6	0.3974954631
7	0.3797312978
8	0.3489502259
9	0.3322485666
10	0.3167228135
11	0.2976616402
12	0.28559871
13	0.274121076
14	0.2659350039
15	0.2582704773
16	0.2459385284
17	0.2401080855
18	0.231599594
19	0.2263628274
20	0.2216990899
21	0.2179834747
22	0.2130200239
23	0.2094373531
24	0.2035071299
25	0.2008339083
26	0.194657814
27	0.1894150343
28	0.186125124
29	0.1820941743
30	0.1802048265
31	0.1770353442
32	0.1730478352
33	0.1705146904
34	0.1685846408
35	0.1642639126
36	0.1613837988
37	0.1594263435
38	0.1574289743
39	0.1554561204
40	0.1539651427
41	0.1515592581
42	0.1496348371
43	0.1476467562
44	0.1467403282
45	0.1445493003
46	0.1427699785
47	0.1411299597
48	0.1393973536
49	0.1378176317
50	0.1361752745
51	0.1351305113
52	0.1338579776
53	0.1333146412
54	0.1318734655
55	0.1303168346
56	0.1289788349
57	0.1279970827
58	0.1266854044
59	0.1255098628
60	0.1238754985
61	0.1229649499
62	0.1209402246
63	0.120415622
64	0.1194872601
65	0.118951127
66	0.1178768748
67	0.1167278777
68	0.1157965178
69	0.1150893825
70	0.1134948073
71	0.1129841588
72	0.1120921737
73	0.1112886619
74	0.1105055172
75	0.1094376551
76	0.1087442964
77	0.1083458163
78	0.1073909068
79	0.1066330162
80	0.1060728047
81	0.1053534659
82	0.1050166752
83	0.1044621776
84	0.1038067722
85	0.1034346124
86	0.1030417832
87	0.1022989793
88	0.1016833041
89	0.1009131003
90	0.1003745659
91	0.09950580013
92	0.09896821095
93	0.09834446131
94	0.0980449084
95	0.09744228056
96	0.09688839314
97	0.09639276099
98	0.09601879559
99	0.09563049705
100	0.09516913723
101	0.09438196712
102	0.09385027979
103	0.09286561407
104	0.09222460953
105	0.09170925802
106	0.0912968388
107	0.09092509436
108	0.09033752806
109	0.08997877747
110	0.08938646324
111	0.08908635379
112	0.08859736688
113	0.08788079002
114	0.08740774103
115	0.0870107341
116	0.08670695966
117	0.08600890754
118	0.08544725806
119	0.0851424675
120	0.08474431355
121	0.08443201179
122	0.08422777431
123	0.08376399086
124	0.08317771976
125	0.0828411324
126	0.0825083881
127	0.08221319297
128	0.08151884583
129	0.08131231818
130	0.08098269493
131	0.08063365895
132	0.08038059999
133	0.07986827442
134	0.07953783176
135	0.07900703682
136	0.07868848482
137	0.07835516286
138	0.07806323456
139	0.07792636308
140	0.07747332488
141	0.07703499228
142	0.07668997044
143	0.07612517492
144	0.07589802056
145	0.0756115185
146	0.075269962
147	0.07499985987
148	0.07446693045
149	0.07423122773
150	0.07396819656
151	0.07361850314
152	0.07347309283
153	0.07303005328
154	0.07272481001
155	0.07249699916
156	0.07209386389
157	0.07201834076
158	0.07178146919
159	0.07137739522
160	0.07128944236
161	0.07086833276
162	0.07052551879
163	0.07027964759
164	0.07008901553
165	0.06985996145
166	0.06955268022
167	0.06931641833
168	0.06912863931
169	0.06899797952
170	0.06865097313
171	0.06826122991
172	0.06788665517
173	0.06771261788
174	0.06723430655
175	0.06712396064
176	0.06682877034
177	0.06659877724
178	0.06645587005
179	0.0662546979
180	0.06610986498
181	0.06592604782
182	0.06552090544
183	0.065095453
184	0.0649496769
185	0.06457001117
186	0.0642687765
187	0.06405637318
188	0.06378296251
189	0.06332161658
190	0.0631361628
191	0.06304264159
192	0.06302122461
193	0.06273818123
194	0.062576969
195	0.06226116379
196	0.06201300449
197	0.06168212621
198	0.06159810292
199	0.06130930621
200	0.06098740555
201	0.06072785753
202	0.06033778982
203	0.06016043289
204	0.06013473807
205	0.05987635651
206	0.05956800718
207	0.05936846678
208	0.05931519064
209	0.05915725089
210	0.05888561715
211	0.05879421365
212	0.05846475059
213	0.05814681006
214	0.05787858281
215	0.05763039418
216	0.05741575927
217	0.05712399328
218	0.05692418499
219	0.05670819352
220	0.05646286246
221	0.05628536108
222	0.05605772906
223	0.05571499318
224	0.05557986887
225	0.05537249707
226	0.05514647053
227	0.05485356144
228	0.05479985787
229	0.05465422738
230	0.05437998921
231	0.05425181966
232	0.05398858628
233	0.05385591295
234	0.05363391808
235	0.05334340003
236	0.05317633496
237	0.05294378456
238	0.05279089083
239	0.05277901998
240	0.05255098535
241	0.05229195516
242	0.05211876038
243	0.05194088906
244	0.05179708674
245	0.05163064075
246	0.0514831825
247	0.05139474723
248	0.05125088666
249	0.05115115725
250	0.05100605668
251	0.05084744942
252	0.0508344029
253	0.05071449906
254	0.05055663783
255	0.05035949934
256	0.05016524039
257	0.05014401221
258	0.05003892401
259	0.04991525575
260	0.04964071413
261	0.04951158012
262	0.04926431899
263	0.04914440087
264	0.04909973168
265	0.04899829487
266	0.04883305183
267	0.04871353283
268	0.04861653056
269	0.04851126464
270	0.04837930948
271	0.0481012062
272	0.04794548251
273	0.04784082404
274	0.04770888054
275	0.04757939381
276	0.04753385982
277	0.04741609026
278	0.04735405042
279	0.04723887732
280	0.04707997045
281	0.04698622302
282	0.04681243887
283	0.04663805086
284	0.04649463216
285	0.0463821363
286	0.04635774419
287	0.0461999217
288	0.04609991723
289	0.04598309701
290	0.04584641271
291	0.0456737527
292	0.04560574333
293	0.04541987734
294	0.04528874441
295	0.0452037914
296	0.04505097901
297	0.04489154194
298	0.04478689593
299	0.04459657927
300	0.04457605921
301	0.04435826452
302	0.04423253884
303	0.04420047073
304	0.04409928833
305	0.04401225475
306	0.04381291605
307	0.04377883722
308	0.04368599589
309	0.04359987318
310	0.04345474163
311	0.0432606002
312	0.04309104295
313	0.04299948326
314	0.04296039871
315	0.04284822147
316	0.04263640592
317	0.04247724815
318	0.04238039279
319	0.04223665291
320	0.04201866205
321	0.04190930036
322	0.04180349086
323	0.04174930031
324	0.04166873502
325	0.04160657607
326	0.04149563061
327	0.0414204707
328	0.04126800287
329	0.04106445623
330	0.0410254059
331	0.04085657183
332	0.04074847213
333	0.0406492739
334	0.04055810912
335	0.0404407865
336	0.04034040984
337	0.04019656503
338	0.04000126327
339	0.03991864264
340	0.03971420142
341	0.03963991985
342	0.03952279332
343	0.03939706146
344	0.03928386499
345	0.03912928922
346	0.03901388703
347	0.03889908447
348	0.03881278339
349	0.03879028109
350	0.03870362144
351	0.03849024677
352	0.0383513397
353	0.03819721619
354	0.0380606754
355	0.03798778096
356	0.03792084555
357	0.0378495829
358	0.03776289816
359	0.03766645828
360	0.0375161913
361	0.03747558352
362	0.03730974891
363	0.03725071684
364	0.03723694192
365	0.03715029985
366	0.03706027726
367	0.03702095193
368	0.03689917596
369	0.03679394388
370	0.03670415673
371	0.03652344436
372	0.0364701706
373	0.03635640046
374	0.03627483941
375	0.03625591763
376	0.03619386205
377	0.03610224793
378	0.03604416149
379	0.03591295753
380	0.03577398154
381	0.03572428024
382	0.0355531689
383	0.03547135335
384	0.03536012378
385	0.03525684334
386	0.03517186463
387	0.03514527108
388	0.03497104789
389	0.03494285115
390	0.03484119774
391	0.03469942187
392	0.03462826426
393	0.03452078934
394	0.03437855068
395	0.03421796756
396	0.0341690176
397	0.0339878462
398	0.03389196778
399	0.03378953848
400	0.03358733919
401	0.03345722363
402	0.03335471063
403	0.03328251637
404	0.03317863336
405	0.03317021836
406	0.03310832551
407	0.03305279225
408	0.0329934396
409	0.03290592939
410	0.0328254975
411	0.03272239483
412	0.03260989004
413	0.03255119078
414	0.03250405321
415	0.0324393289
416	0.03238639401
417	0.03227619342
418	0.03225287291
419	0.03212388009
420	0.03201414529
421	0.0319661916
422	0.03187201999
423	0.03176492697
424	0.03171723773
425	0.03164714825
426	0.03155603345
427	0.03152155423
428	0.03143274439
429	0.0314252924
430	0.03133162895
431	0.03127997388
432	0.03112569028
433	0.03095636267
434	0.03089332734
435	0.03078504388
436	0.03072815234
437	0.03066171779
438	0.03062779727
439	0.03054955109
440	0.03046957905
441	0.03041742254
442	0.03035069555
443	0.03026019508
444	0.03016584423
445	0.03014006736
446	0.03008156203
447	0.02990771946
448	0.02984136221
449	0.02975781756
450	0.02963630927
451	0.02956775121
452	0.02949945932
453	0.02942459318
454	0.0293774997
455	0.02933340407
456	0.02927573832
457	0.02918852222
458	0.0291257284
459	0.02899538872
460	0.0289168638
461	0.02879471447
462	0.0286848392
463	0.02851572288
464	0.02844100678
465	0.02835090173
466	0.02829518472
467	0.02824619117
468	0.02823435629
469	0.02814334559
470	0.02807881224
471	0.02797364368
472	0.02794839874
473	0.02788223825
474	0.02783378797
475	0.02776195284
476	0.02769894395
477	0.02766953551
478	0.02759593336
479	0.02753140207
480	0.02748844622
481	0.02743383698
482	0.02739255848
483	0.02736855992
484	0.02726182826
485	0.02719607994
486	0.02715445154
487	0.02711004701
488	0.02707941113
489	0.02700800794
490	0.02691255401
491	0.02687101615
492	0.02675319288
493	0.02670955154
494	0.02657348995
495	0.02653675627
496	0.0264336995
497	0.02638954577
498	0.02633209326
499	0.02622976502
500	0.02613561457
501	0.02605747147
502	0.02604928896
503	0.02599773023
504	0.02595943752
505	0.0259011917
506	0.02586667857
507	0.02580513633
508	0.02572668601
509	0.025702685
510	0.02564894886
511	0.02562705802
512	0.02556478015
513	0.02548103847
514	0.02538317707
515	0.02535340277
516	0.02531165975
517	0.02528692133
518	0.02525155047
519	0.02522792861
520	0.02517679828
521	0.02514936471
522	0.02505228677
523	0.02501281164
524	0.02497347203
525	0.02493814626
526	0.02485201677
527	0.02482889941
528	0.02479037402
529	0.02473355968
530	0.02469633828
531	0.02463103181
532	0.02455122475
533	0.02445099061
534	0.02437137089
535	0.02430847018
536	0.02427558175
537	0.02424317727
538	0.02422099779
539	0.02415138336
540	0.0241382584
541	0.02407927314
542	0.02401033351
543	0.02397508058
544	0.02390698586
545	0.0238471604
546	0.02379302389
547	0.02368141397
548	0.02364689808
549	0.02360117531
550	0.0234945517
551	0.02347809746
552	0.0234433424
553	0.02340428767
554	0.02336206712
555	0.02329462674
556	0.02327191841
557	0.02323890234
558	0.02315434377
559	0.02307609657
560	0.02302704039
561	0.02296454601
562	0.02293738241
563	0.02287663108
564	0.02284241236
565	0.02278140236
566	0.02276279217
567	0.02272531201
568	0.02263869056
569	0.02258181596
570	0.02252027315
571	0.02245850309
572	0.02238445182
573	0.02233241339
574	0.02228362381
575	0.02226388243
576	0.02222768623
577	0.02220666202
578	0.02214263799
579	0.02211283567
580	0.02205855855
581	0.02202175575
582	0.02198313407
583	0.02194791747
584	0.02192588254
585	0.02184838079
586	0.02178591395
587	0.021752811
588	0.02172559631
589	0.02170107224
590	0.0216045118
591	0.0215457318
592	0.02152660962
593	0.02148791886
594	0.02146955166
